span1,span2,sentence,answer
Soprano,viola,The sound of Soprano is [MASK] than the sound of viola,lower
Soprano,Violin,The sound of Soprano is [MASK] than the sound of Violin,lower
Soprano,Harp,The sound of Soprano is [MASK] than the sound of Harp,lower
Soprano,bass guitar,The sound of Soprano is [MASK] than the sound of bass guitar,higher
Soprano,mandolin,The sound of Soprano is [MASK] than the sound of mandolin,lower
Soprano,piano,The sound of Soprano is [MASK] than the sound of piano,lower
Soprano,contrabassoon,The sound of Soprano is [MASK] than the sound of contrabassoon,higher
Soprano,octocontrabass ciarinet,The sound of Soprano is [MASK] than the sound of octocontrabass ciarinet,higher
Soprano,octocontra-alto clarinet,The sound of Soprano is [MASK] than the sound of octocontra-alto clarinet,higher
Soprano,contrabass clarinet,The sound of Soprano is [MASK] than the sound of contrabass clarinet,higher
Soprano,contra-alto clarinet,The sound of Soprano is [MASK] than the sound of contra-alto clarinet,higher
Soprano,sopranino clarinet,The sound of Soprano is [MASK] than the sound of sopranino clarinet,lower
Soprano,subcontrabass saxophone,The sound of Soprano is [MASK] than the sound of subcontrabass saxophone,higher
Soprano,contrabass saxophone,The sound of Soprano is [MASK] than the sound of contrabass saxophone,higher
Soprano,bass saxophone,The sound of Soprano is [MASK] than the sound of bass saxophone,higher
Soprano,baritone saxophone,The sound of Soprano is [MASK] than the sound of baritone saxophone,higher
Soprano,tenor saxophone,The sound of Soprano is [MASK] than the sound of tenor saxophone,higher
Soprano,sopranissimo saxophone,The sound of Soprano is [MASK] than the sound of sopranissimo saxophone,lower
Soprano,16-hole harmonica,The sound of Soprano is [MASK] than the sound of 16-hole harmonica,lower
Soprano,typical C harmonica,The sound of Soprano is [MASK] than the sound of typical C harmonica,lower
Soprano,hyperbass flute,The sound of Soprano is [MASK] than the sound of hyperbass flute,higher
Soprano,double contrabass flute,The sound of Soprano is [MASK] than the sound of double contrabass flute,higher
Soprano,subcontrabass flute,The sound of Soprano is [MASK] than the sound of subcontrabass flute,higher
Soprano,contrabass flute,The sound of Soprano is [MASK] than the sound of contrabass flute,higher
Soprano,flute,The sound of Soprano is [MASK] than the sound of flute,lower
Soprano,piccolo,The sound of Soprano is [MASK] than the sound of piccolo,lower
Soprano,sub-contrabass recorder,The sound of Soprano is [MASK] than the sound of sub-contrabass recorder,higher
Soprano,sub-great bass recorder,The sound of Soprano is [MASK] than the sound of sub-great bass recorder,higher
Soprano,contrabass recorder,The sound of Soprano is [MASK] than the sound of contrabass recorder,higher
Soprano,alto recorder,The sound of Soprano is [MASK] than the sound of alto recorder,lower
Soprano,soprano recorder,The sound of Soprano is [MASK] than the sound of soprano recorder,lower
Soprano,sopranino recorder,The sound of Soprano is [MASK] than the sound of sopranino recorder,lower
Soprano,garklein recorder,The sound of Soprano is [MASK] than the sound of garklein recorder,lower
Soprano,subcontrabass tuba,The sound of Soprano is [MASK] than the sound of subcontrabass tuba,higher
Soprano,contrabass tuba,The sound of Soprano is [MASK] than the sound of contrabass tuba,higher
Soprano,bass tuba,The sound of Soprano is [MASK] than the sound of bass tuba,higher
Soprano,contrabass trombone,The sound of Soprano is [MASK] than the sound of contrabass trombone,higher
Soprano,bass trombone,The sound of Soprano is [MASK] than the sound of bass trombone,higher
Soprano,sopranino trombone,The sound of Soprano is [MASK] than the sound of sopranino trombone,lower
Soprano,piccolo trombone,The sound of Soprano is [MASK] than the sound of piccolo trombone,lower
Soprano,cimbasso,The sound of Soprano is [MASK] than the sound of cimbasso,higher
Soprano,bass wagner tuba,The sound of Soprano is [MASK] than the sound of bass wagner tuba,higher
Soprano,piccolo trumpet,The sound of Soprano is [MASK] than the sound of piccolo trumpet,lower
Soprano,timpani 32inch,The sound of Soprano is [MASK] than the sound of timpani 32inch,higher
Soprano,timpani 29inch,The sound of Soprano is [MASK] than the sound of timpani 29inch,higher
Soprano,timpani 26inch,The sound of Soprano is [MASK] than the sound of timpani 26inch,higher
Soprano,timpani 23inch,The sound of Soprano is [MASK] than the sound of timpani 23inch,higher
Soprano,timpani 20inch,The sound of Soprano is [MASK] than the sound of timpani 20inch,higher
Soprano,xylophone,The sound of Soprano is [MASK] than the sound of xylophone,lower
Soprano,celesta,The sound of Soprano is [MASK] than the sound of celesta,lower
Soprano,glockenspiel,The sound of Soprano is [MASK] than the sound of glockenspiel,lower
Soprano,crotales,The sound of Soprano is [MASK] than the sound of crotales,lower
octobass,Double bass,The sound of octobass is [MASK] than the sound of Double bass,lower
octobass,Cello,The sound of octobass is [MASK] than the sound of Cello,lower
octobass,viola,The sound of octobass is [MASK] than the sound of viola,lower
octobass,Violin,The sound of octobass is [MASK] than the sound of Violin,lower
octobass,Harp,The sound of octobass is [MASK] than the sound of Harp,lower
octobass,harpsichord,The sound of octobass is [MASK] than the sound of harpsichord,lower
octobass,bass guitar,The sound of octobass is [MASK] than the sound of bass guitar,lower
octobass,baritone guitar,The sound of octobass is [MASK] than the sound of baritone guitar,lower
octobass,guitar,The sound of octobass is [MASK] than the sound of guitar,lower
octobass,mandolin,The sound of octobass is [MASK] than the sound of mandolin,lower
octobass,5-string banjo,The sound of octobass is [MASK] than the sound of 5-string banjo,lower
octobass,Ukulele,The sound of octobass is [MASK] than the sound of Ukulele,lower
octobass,piano,The sound of octobass is [MASK] than the sound of piano,lower
octobass,hammered dulcimer,The sound of octobass is [MASK] than the sound of hammered dulcimer,lower
octobass,cymbalum,The sound of octobass is [MASK] than the sound of cymbalum,lower
octobass,contrabassoon,The sound of octobass is [MASK] than the sound of contrabassoon,lower
octobass,bassoon,The sound of octobass is [MASK] than the sound of bassoon,lower
octobass,heckelphone,The sound of octobass is [MASK] than the sound of heckelphone,lower
octobass,cor anglais,The sound of octobass is [MASK] than the sound of cor anglais,lower
octobass,oboe d'amore,The sound of octobass is [MASK] than the sound of oboe d'amore,lower
octobass,oboe,The sound of octobass is [MASK] than the sound of oboe,lower
octobass,octocontrabass ciarinet,The sound of octobass is [MASK] than the sound of octocontrabass ciarinet,lower
octobass,octocontra-alto clarinet,The sound of octobass is [MASK] than the sound of octocontra-alto clarinet,lower
octobass,contrabass clarinet,The sound of octobass is [MASK] than the sound of contrabass clarinet,lower
octobass,contra-alto clarinet,The sound of octobass is [MASK] than the sound of contra-alto clarinet,lower
octobass,bass clarinet,The sound of octobass is [MASK] than the sound of bass clarinet,lower
octobass,alto clarinet,The sound of octobass is [MASK] than the sound of alto clarinet,lower
octobass,soprano clarinet,The sound of octobass is [MASK] than the sound of soprano clarinet,lower
octobass,sopranino clarinet,The sound of octobass is [MASK] than the sound of sopranino clarinet,lower
octobass,subcontrabass saxophone,The sound of octobass is [MASK] than the sound of subcontrabass saxophone,lower
octobass,contrabass saxophone,The sound of octobass is [MASK] than the sound of contrabass saxophone,lower
octobass,bass saxophone,The sound of octobass is [MASK] than the sound of bass saxophone,lower
octobass,baritone saxophone,The sound of octobass is [MASK] than the sound of baritone saxophone,lower
octobass,tenor saxophone,The sound of octobass is [MASK] than the sound of tenor saxophone,lower
octobass,alto saxophone,The sound of octobass is [MASK] than the sound of alto saxophone,lower
octobass,soprano saxophone,The sound of octobass is [MASK] than the sound of soprano saxophone,lower
octobass,sopranino saxophone,The sound of octobass is [MASK] than the sound of sopranino saxophone,lower
octobass,sopranissimo saxophone,The sound of octobass is [MASK] than the sound of sopranissimo saxophone,lower
octobass,harmonium,The sound of octobass is [MASK] than the sound of harmonium,lower
octobass,accordion,The sound of octobass is [MASK] than the sound of accordion,lower
octobass,16-hole harmonica,The sound of octobass is [MASK] than the sound of 16-hole harmonica,lower
octobass,typical C harmonica,The sound of octobass is [MASK] than the sound of typical C harmonica,lower
octobass,hyperbass flute,The sound of octobass is [MASK] than the sound of hyperbass flute,lower
octobass,double contrabass flute,The sound of octobass is [MASK] than the sound of double contrabass flute,lower
octobass,subcontrabass flute,The sound of octobass is [MASK] than the sound of subcontrabass flute,lower
octobass,contrabass flute,The sound of octobass is [MASK] than the sound of contrabass flute,lower
octobass,contra-alto flute,The sound of octobass is [MASK] than the sound of contra-alto flute,lower
octobass,bass flute,The sound of octobass is [MASK] than the sound of bass flute,lower
octobass,alto flute,The sound of octobass is [MASK] than the sound of alto flute,lower
octobass,flute,The sound of octobass is [MASK] than the sound of flute,lower
octobass,piccolo,The sound of octobass is [MASK] than the sound of piccolo,lower
octobass,sub-contrabass recorder,The sound of octobass is [MASK] than the sound of sub-contrabass recorder,lower
octobass,sub-great bass recorder,The sound of octobass is [MASK] than the sound of sub-great bass recorder,lower
octobass,contrabass recorder,The sound of octobass is [MASK] than the sound of contrabass recorder,lower
octobass,great bass recorder,The sound of octobass is [MASK] than the sound of great bass recorder,lower
octobass,bass recorder,The sound of octobass is [MASK] than the sound of bass recorder,lower
octobass,tenor recorder,The sound of octobass is [MASK] than the sound of tenor recorder,lower
octobass,alto recorder,The sound of octobass is [MASK] than the sound of alto recorder,lower
octobass,soprano recorder,The sound of octobass is [MASK] than the sound of soprano recorder,lower
octobass,sopranino recorder,The sound of octobass is [MASK] than the sound of sopranino recorder,lower
octobass,garklein recorder,The sound of octobass is [MASK] than the sound of garklein recorder,lower
octobass,subcontrabass tuba,The sound of octobass is [MASK] than the sound of subcontrabass tuba,lower
octobass,contrabass tuba,The sound of octobass is [MASK] than the sound of contrabass tuba,lower
octobass,bass tuba,The sound of octobass is [MASK] than the sound of bass tuba,lower
octobass,euphonium,The sound of octobass is [MASK] than the sound of euphonium,lower
octobass,contrabass trombone,The sound of octobass is [MASK] than the sound of contrabass trombone,lower
octobass,bass trombone,The sound of octobass is [MASK] than the sound of bass trombone,lower
octobass,tenor trombone,The sound of octobass is [MASK] than the sound of tenor trombone,lower
octobass,alto trombone,The sound of octobass is [MASK] than the sound of alto trombone,lower
octobass,soprano trombone,The sound of octobass is [MASK] than the sound of soprano trombone,lower
octobass,sopranino trombone,The sound of octobass is [MASK] than the sound of sopranino trombone,lower
octobass,piccolo trombone,The sound of octobass is [MASK] than the sound of piccolo trombone,lower
octobass,cimbasso,The sound of octobass is [MASK] than the sound of cimbasso,lower
octobass,french horn,The sound of octobass is [MASK] than the sound of french horn,lower
octobass,baritone horn,The sound of octobass is [MASK] than the sound of baritone horn,lower
octobass,alto horn,The sound of octobass is [MASK] than the sound of alto horn,lower
octobass,flugelhorn,The sound of octobass is [MASK] than the sound of flugelhorn,lower
octobass,bass wagner tuba,The sound of octobass is [MASK] than the sound of bass wagner tuba,lower
octobass,tenor wagner tuba,The sound of octobass is [MASK] than the sound of tenor wagner tuba,lower
octobass,bass trumpet,The sound of octobass is [MASK] than the sound of bass trumpet,lower
octobass,cornet,The sound of octobass is [MASK] than the sound of cornet,lower
octobass,trumpet,The sound of octobass is [MASK] than the sound of trumpet,lower
octobass,piccolo trumpet,The sound of octobass is [MASK] than the sound of piccolo trumpet,lower
octobass,timpani 32inch,The sound of octobass is [MASK] than the sound of timpani 32inch,lower
octobass,timpani 29inch,The sound of octobass is [MASK] than the sound of timpani 29inch,lower
octobass,timpani 26inch,The sound of octobass is [MASK] than the sound of timpani 26inch,lower
octobass,timpani 23inch,The sound of octobass is [MASK] than the sound of timpani 23inch,lower
octobass,timpani 20inch,The sound of octobass is [MASK] than the sound of timpani 20inch,lower
octobass,marimba,The sound of octobass is [MASK] than the sound of marimba,lower
octobass,xylophone,The sound of octobass is [MASK] than the sound of xylophone,lower
octobass,celesta,The sound of octobass is [MASK] than the sound of celesta,lower
octobass,vibraphone,The sound of octobass is [MASK] than the sound of vibraphone,lower
octobass,glockenspiel,The sound of octobass is [MASK] than the sound of glockenspiel,lower
octobass,crotales,The sound of octobass is [MASK] than the sound of crotales,lower
